model,auroc,auroc_ci_lo,auroc_ci_hi,f1_macro,f1_ci_lo,f1_ci_hi,accuracy,acc_ci_lo,acc_ci_hi,mcc
ETHOS_FewShot_Final,0.6110323805449343,0.6110323805449341,0.6110323805449341,0.5725593329877975,0.5725593329877976,0.5725593329877976,0.5825,0.5825,0.5825,0.15765249557470193
