test_node,proposed_auroc,lr_auroc,xgboost_auroc,nn_auroc,improvement_vs_lr
node_4,0.6022140913781779,0.6680528375733855,0.70441943900848,0.572284735812133,-0.06583874619520758
node_5,0.4784787875908594,0.6582403557165795,0.6996994524270246,0.642554242661287,-0.17976156812572008
